frameId,x_side,y_side,xa_side,ya_side,xb_side,yb_side,xc_side,yc_side,xd_side,yd_side,x_above,y_above,xa_above,ya_above,xb_above,yb_above,xc_above,yc_above,xd_above,yd_above,height,swimmerId,underwater,interpolateData
18,965.9214999999999,242.49643,453.773,477.217,1478.07,477.217,1478.07,7.77586,453.773,7.77586,,,,,,,,,,,469.44113999999996,,False,
19,748.749095,241.03982,7.78819,474.284,1489.71,474.284,1489.71,7.79564,7.78819,7.79564,,,,,,,,,,,466.48836,,False,
20,748.749095,241.03982,7.78819,474.284,1489.71,474.284,1489.71,7.79564,7.78819,7.79564,,,,,,,,,,,466.48836,,False,
21,746.569815,238.90207,6.33963,471.469,1486.8,471.469,1486.8,6.33514,6.33963,6.33514,,,,,,,,,,,465.13385999999997,,False,
22,748.0942,239.629685,6.3484,471.455,1489.84,471.455,1489.84,7.80437,6.3484,7.80437,,,,,,,,,,,463.65063,,False,
23,748.0942,239.629685,6.3484,471.455,1489.84,471.455,1489.84,7.80437,6.3484,7.80437,,,,,,,,,,,463.65063,,False,
24,749.481335,239.63993,6.35267,471.473,1492.61,471.473,1492.61,7.80686,6.35267,7.80686,,,,,,,,,,,463.66614000000004,,False,
25,749.481335,239.63993,6.35267,471.473,1492.61,471.473,1492.61,7.80686,6.35267,7.80686,,,,,,,,,,,463.66614000000004,,False,
26,750.2093,252.19650000000001,7.7586,471.406,1492.66,471.406,1492.66,32.987,7.7586,32.987,,,,,,,,,,,438.419,,False,
27,751.7010600000001,239.59723499999998,7.76212,471.402,1495.64,471.402,1495.64,7.79247,7.76212,7.79247,,,,,,,,,,,463.60953,,False,
28,751.7010600000001,239.59723499999998,7.76212,471.402,1495.64,471.402,1495.64,7.79247,7.76212,7.79247,,,,,,,,,,,463.60953,,False,
29,751.67106,238.88379,7.76212,471.415,1495.58,471.415,1495.58,6.35258,7.76212,6.35258,,,,,,,,,,,465.06242000000003,,False,
30,751.67106,238.88379,7.76212,471.415,1495.58,471.415,1495.58,6.35258,7.76212,6.35258,,,,,,,,,,,465.06242000000003,,False,
31,751.727115,264.61278999999996,7.76423,521.43,1495.69,521.43,1495.69,7.79558,7.76423,7.79558,,,,,,,,,,,513.63442,,False,
32,751.747115,266.038495,7.76423,524.284,1495.73,524.284,1495.73,7.79299,7.76423,7.79299,,,,,,,,,,,516.49101,,False,
33,751.747115,266.038495,7.76423,524.284,1495.73,524.284,1495.73,7.79299,7.76423,7.79299,,,,,,,,,,,516.49101,,False,
34,751.73262,262.43307500000003,7.76524,518.522,1495.7,518.522,1495.7,6.34415,7.76524,6.34415,,,,,,,,,,,512.17785,,False,
35,751.73262,262.43307500000003,7.76524,518.522,1495.7,518.522,1495.7,6.34415,7.76524,6.34415,,,,,,,,,,,512.17785,,False,
36,751.71362,267.46817,7.76724,527.14,1495.66,527.14,1495.66,7.79634,7.76724,7.79634,,,,,,,,,,,519.34366,,False,
37,753.18742,240.329005,7.76484,474.31,1498.61,474.31,1498.61,6.34801,7.76484,6.34801,,,,,,,,,,,467.96199,,False,
38,753.18742,240.329005,7.76484,474.31,1498.61,474.31,1498.61,6.34801,7.76484,6.34801,,,,,,,,,,,467.96199,,False,
39,754.6787899999999,241.064845,7.76758,474.33,1501.59,474.33,1501.59,7.79969,7.76758,7.79969,,,,,,,,,,,466.53031,,False,
40,754.6787899999999,241.064845,7.76758,474.33,1501.59,474.33,1501.59,7.79969,7.76758,7.79969,,,,,,,,,,,466.53031,,False,
41,754.63841,241.089935,7.76682,474.39,1501.51,474.39,1501.51,7.78987,7.76682,7.78987,,,,,,,,,,,466.60013,,False,
42,755.429085,242.496915,6.34817,477.194,1504.51,477.194,1504.51,7.79983,6.34817,7.79983,,,,,,,,,,,469.39417000000003,,False,
43,755.429085,242.496915,6.34817,477.194,1504.51,477.194,1504.51,7.79983,6.34817,7.79983,,,,,,,,,,,469.39417000000003,,False,
44,755.4068550000001,242.493245,6.34371,477.196,1504.47,477.196,1504.47,7.79049,6.34371,7.79049,,,,,,,,,,,469.40551000000005,,False,
45,755.4068550000001,242.493245,6.34371,477.196,1504.47,477.196,1504.47,7.79049,6.34371,7.79049,,,,,,,,,,,469.40551000000005,,False,
46,753.9862250000001,241.10053,6.34245,474.407,1501.63,474.407,1501.63,7.79406,6.34245,7.79406,,,,,,,,,,,466.61294,,False,
47,753.95879,242.491405,6.34758,477.195,1501.57,477.195,1501.57,7.78781,6.34758,7.78781,,,,,,,,,,,469.40719,,False,
48,753.95879,242.491405,6.34758,477.195,1501.57,477.195,1501.57,7.78781,6.34758,7.78781,,,,,,,,,,,469.40719,,False,
49,753.9884450000001,242.49976,6.34689,477.211,1501.63,477.211,1501.63,7.78852,6.34689,7.78852,,,,,,,,,,,469.42248,,False,
50,753.9884450000001,242.49976,6.34689,477.211,1501.63,477.211,1501.63,7.78852,6.34689,7.78852,,,,,,,,,,,469.42248,,False,
51,753.985215,241.814835,6.34043,477.255,1501.63,477.255,1501.63,6.37467,6.34043,6.37467,,,,,,,,,,,470.88033,,False,
52,755.3973950000001,242.52837,6.33479,477.259,1504.46,477.259,1504.46,7.79774,6.33479,7.79774,,,,,,,,,,,469.46126000000004,,False,
53,755.3973950000001,242.52837,6.33479,477.259,1504.46,477.259,1504.46,7.79774,6.33479,7.79774,,,,,,,,,,,469.46126000000004,,False,
54,755.419865,242.53744500000002,6.32973,477.278,1504.51,477.278,1504.51,7.79689,6.32973,7.79689,,,,,,,,,,,469.48111,,False,
55,755.419865,242.53744500000002,6.32973,477.278,1504.51,477.278,1504.51,7.79689,6.32973,7.79689,,,,,,,,,,,469.48111,,False,
56,985.0615,266.897085,462.623,527.432,1507.5,527.432,1507.5,6.36217,462.623,6.36217,,,,,,,,,,,521.06983,,False,
57,985.092,268.97473,462.694,530.177,1507.49,530.177,1507.49,7.77246,462.694,7.77246,,,,,,,,,,,522.40454,,False,
58,985.092,268.97473,462.694,530.177,1507.49,530.177,1507.49,7.77246,462.694,7.77246,,,,,,,,,,,522.40454,,False,
59,987.9665,268.98646,465.593,530.195,1510.34,530.195,1510.34,7.77792,465.593,7.77792,,,,,,,,,,,522.41708,,False,
60,987.9665,268.98646,465.593,530.195,1510.34,530.195,1510.34,7.77792,465.593,7.77792,,,,,,,,,,,522.41708,,False,
61,986.4894999999999,243.937075,462.649,480.098,1510.33,480.098,1510.33,7.77615,462.649,7.77615,,,,,,,,,,,472.32185000000004,,False,
62,987.9449999999999,243.961825,465.57,480.146,1510.32,480.146,1510.32,7.77765,465.57,7.77765,,,,,,,,,,,472.36835,,False,
63,987.9449999999999,243.961825,465.57,480.146,1510.32,480.146,1510.32,7.77765,465.57,7.77765,,,,,,,,,,,472.36835,,False,
64,999.707,243.26051999999999,489.074,480.15,1510.34,480.15,1510.34,6.37104,489.074,6.37104,,,,,,,,,,,473.77896,,False,
65,999.707,243.26051999999999,489.074,480.15,1510.34,480.15,1510.34,6.37104,489.074,6.37104,,,,,,,,,,,473.77896,,False,
66,1373.6100000000001,297.723,1236.79,480.177,1510.43,480.177,1510.43,115.269,1236.79,115.269,,,,,,,,,,,364.908,,False,
67,759.066925,257.986,7.77385,480.19,1510.36,480.19,1510.36,35.782,7.77385,35.782,,,,,,,,,,,444.408,,False,
68,759.066925,257.986,7.77385,480.19,1510.36,480.19,1510.36,35.782,7.77385,35.782,,,,,,,,,,,444.408,,False,
69,759.10709,257.9974,7.77418,480.216,1510.44,480.216,1510.44,35.7788,7.77418,35.7788,,,,,,,,,,,444.4372,,False,
70,759.10709,257.9974,7.77418,480.216,1510.44,480.216,1510.44,35.7788,7.77418,35.7788,,,,,,,,,,,444.4372,,False,
71,760.54584,243.312305,7.77168,480.271,1513.32,480.271,1513.32,6.35361,7.77168,6.35361,,,,,,,,,,,473.91739,,False,
72,761.951765,244.05345000000003,7.77353,480.321,1516.13,480.321,1516.13,7.7859,7.77353,7.7859,,,,,,,,,,,472.5351,,False,
73,761.951765,244.05345000000003,7.77353,480.321,1516.13,480.321,1516.13,7.7859,7.77353,7.7859,,,,,,,,,,,472.5351,,False,
74,760.5553699999999,271.95939999999996,7.77074,536.131,1513.34,536.131,1513.34,7.7878,7.77074,7.7878,,,,,,,,,,,528.3432,,False,
75,760.5553699999999,271.95939999999996,7.77074,536.131,1513.34,536.131,1513.34,7.7878,7.77074,7.7878,,,,,,,,,,,528.3432,,False,
76,760.5687899999999,243.36665499999998,7.76758,480.364,1513.37,480.364,1513.37,6.36931,7.76758,6.36931,,,,,,,,,,,473.99469,,False,
77,760.5687849999999,244.718485,7.76757,483.072,1513.37,483.072,1513.37,6.36497,7.76757,6.36497,,,,,,,,,,,476.70703000000003,,False,
78,760.5687849999999,244.718485,7.76757,483.072,1513.37,483.072,1513.37,6.36497,7.76757,6.36497,,,,,,,,,,,476.70703000000003,,False,
79,761.97301,245.451775,7.76602,483.112,1516.18,483.112,1516.18,7.79155,7.76602,7.79155,,,,,,,,,,,475.32045000000005,,False,
80,761.97301,245.451775,7.76602,483.112,1516.18,483.112,1516.18,7.79155,7.76602,7.79155,,,,,,,,,,,475.32045000000005,,False,
81,761.965265,259.49595,7.77053,483.113,1516.16,483.113,1516.16,35.8789,7.77053,35.8789,,,,,,,,,,,447.2341,,False,
82,760.528695,260.9663,7.75739,483.151,1513.3,483.151,1513.3,38.7816,7.75739,38.7816,,,,,,,,,,,444.36940000000004,,False,
83,760.528695,260.9663,7.75739,483.151,1513.3,483.151,1513.3,38.7816,7.75739,38.7816,,,,,,,,,,,444.36940000000004,,False,
84,760.528425,268.99872500000004,7.75685,530.22,1513.3,530.22,1513.3,7.77745,7.75685,7.77745,,,,,,,,,,,522.44255,,False,
85,760.528425,268.99872500000004,7.75685,530.22,1513.3,530.22,1513.3,7.77745,7.75685,7.77745,,,,,,,,,,,522.44255,,False,
86,761.9541750000001,268.32413499999996,7.75835,530.286,1516.15,530.286,1516.15,6.36227,7.75835,6.36227,,,,,,,,,,,523.92373,,False,
87,761.9712850000001,273.455235,7.77257,539.116,1516.17,539.116,1516.17,7.79447,7.77257,7.79447,,,,,,,,,,,531.3215299999999,,False,
88,761.9712850000001,273.455235,7.77257,539.116,1516.17,539.116,1516.17,7.79447,7.77257,7.79447,,,,,,,,,,,531.3215299999999,,False,
89,762.003015,244.816265,7.77603,483.282,1516.23,483.282,1516.23,6.35053,7.77603,6.35053,,,,,,,,,,,476.93147,,False,
90,762.003015,244.816265,7.77603,483.282,1516.23,483.282,1516.23,6.35053,7.77603,6.35053,,,,,,,,,,,476.93147,,False,
91,761.332225,244.81485,6.34445,483.281,1516.32,483.281,1516.32,6.3487,6.34445,6.3487,,,,,,,,,,,476.9323,,False,
92,990.914,245.56118999999998,465.558,483.342,1516.27,483.342,1516.27,7.78038,465.558,7.78038,,,,,,,,,,,475.56162,,False,
93,990.914,245.56118999999998,465.558,483.342,1516.27,483.342,1516.27,7.78038,465.558,7.78038,,,,,,,,,,,475.56162,,False,
94,992.3885,246.94441500000002,468.487,486.095,1516.29,486.095,1516.29,7.79383,468.487,7.79383,,,,,,,,,,,478.30117,,False,
95,992.3885,246.94441500000002,468.487,486.095,1516.29,486.095,1516.29,7.79383,468.487,7.79383,,,,,,,,,,,478.30117,,False,
96,989.496,246.92622,462.682,486.083,1516.31,486.083,1516.31,7.76944,462.682,7.76944,,,,,,,,,,,478.31356000000005,,False,
97,990.9565,276.350475,465.573,544.932,1516.34,544.932,1516.34,7.76895,465.573,7.76895,,,,,,,,,,,537.16305,,False,
98,990.9565,276.350475,465.573,544.932,1516.34,544.932,1516.34,7.76895,465.573,7.76895,,,,,,,,,,,537.16305,,False,
99,761.295395,276.388365,6.33079,545.0,1516.26,545.0,1516.26,7.77673,6.33079,7.77673,,,,,,,,,,,537.22327,,False,
100,761.295395,276.388365,6.33079,545.0,1516.26,545.0,1516.26,7.77673,6.33079,7.77673,,,,,,,,,,,537.22327,,False,
101,761.976865,246.94278500000001,7.76373,486.122,1516.19,486.122,1516.19,7.76357,7.76373,7.76357,,,,,,,,,,,478.35843,,False,
102,761.999,246.9448,7.778,486.116,1516.22,486.116,1516.22,7.7736,7.778,7.7736,,,,,,,,,,,478.3424,,False,
103,761.999,246.9448,7.778,486.116,1516.22,486.116,1516.22,7.7736,7.778,7.7736,,,,,,,,,,,478.3424,,False,
104,762.016055,246.249225,7.78211,486.132,1516.25,486.132,1516.25,6.36645,7.78211,6.36645,,,,,,,,,,,479.76555,,False,
105,762.016055,246.249225,7.78211,486.132,1516.25,486.132,1516.25,6.36645,7.78211,6.36645,,,,,,,,,,,479.76555,,False,
106,762.035,246.98416,7.79,486.182,1516.28,486.182,1516.28,7.78632,7.79,7.78632,,,,,,,,,,,478.39568,,False,
107,762.035,246.98416,7.79,486.182,1516.28,486.182,1516.28,7.78632,7.79,7.78632,,,,,,,,,,,478.39568,,False,
108,990.933,246.304395,465.546,486.249,1516.32,486.249,1516.32,6.35979,465.546,6.35979,,,,,,,,,,,479.88921000000005,,False,
109,761.335645,247.01738,6.34129,486.26,1516.33,486.26,1516.33,7.77476,6.34129,7.77476,,,,,,,,,,,478.48524,,False,
110,761.335645,247.01738,6.34129,486.26,1516.33,486.26,1516.33,7.77476,6.34129,7.77476,,,,,,,,,,,478.48524,,False,
111,762.010625,246.98104,7.77125,486.202,1516.25,486.202,1516.25,7.76008,7.77125,7.76008,,,,,,,,,,,478.44192,,False,
112,762.010625,246.98104,7.77125,486.202,1516.25,486.202,1516.25,7.76008,7.77125,7.76008,,,,,,,,,,,478.44192,,False,
113,987.9885,247.0054,459.787,486.248,1516.19,486.248,1516.19,7.7628,459.787,7.7628,,,,,,,,,,,478.48519999999996,,False,
114,761.237025,265.39655,6.34405,489.039,1516.13,489.039,1516.13,41.7541,6.34405,41.7541,,,,,,,,,,,447.2849,,False,
115,761.237025,265.39655,6.34405,489.039,1516.13,489.039,1516.13,41.7541,6.34405,41.7541,,,,,,,,,,,447.2849,,False,
116,761.9701200000001,268.29855,7.77024,489.044,1516.17,489.044,1516.17,47.5531,7.77024,47.5531,,,,,,,,,,,441.4909,,False,
117,761.9701200000001,268.29855,7.77024,489.044,1516.17,489.044,1516.17,47.5531,7.77024,47.5531,,,,,,,,,,,441.4909,,False,
118,761.98464,269.77515,7.78928,489.043,1516.18,489.043,1516.18,50.5073,7.78928,50.5073,,,,,,,,,,,438.5357,,False,
119,1376.465,306.58299999999997,1239.58,486.26,1513.35,486.26,1513.35,126.906,1239.58,126.906,,,,,,,,,,,359.354,,False,
120,1376.465,306.58299999999997,1239.58,486.26,1513.35,486.26,1513.35,126.906,1239.58,126.906,,,,,,,,,,,359.354,,False,
121,987.9655,247.69144999999997,462.641,489.037,1513.29,489.037,1513.29,6.3459,462.641,6.3459,,,,,,,,,,,482.6911,,False,
122,987.9655,247.69144999999997,462.641,489.037,1513.29,489.037,1513.29,6.3459,462.641,6.3459,,,,,,,,,,,482.6911,,False,
123,1224.9075,248.42927,942.335,489.076,1507.48,489.076,1507.48,7.78254,942.335,7.78254,,,,,,,,,,,481.29346000000004,,False,
124,1224.8615,248.42378,942.303,489.063,1507.42,489.063,1507.42,7.78456,942.303,7.78456,,,,,,,,,,,481.27844,,False,
125,1224.8615,248.42378,942.303,489.063,1507.42,489.063,1507.42,7.78456,942.303,7.78456,,,,,,,,,,,481.27844,,False,
126,1193.9605000000001,274.93476499999997,877.541,542.078,1510.38,542.078,1510.38,7.79153,877.541,7.79153,,,,,,,,,,,534.28647,,False,
127,1193.9605000000001,274.93476499999997,877.541,542.078,1510.38,542.078,1510.38,7.79153,877.541,7.79153,,,,,,,,,,,534.28647,,False,
128,1226.3845000000001,249.90461,945.279,492.02,1507.49,492.02,1507.49,7.78922,945.279,7.78922,,,,,,,,,,,484.23078,,False,
129,1227.7984999999999,249.90699,948.127,492.028,1507.47,492.028,1507.47,7.78598,948.127,7.78598,,,,,,,,,,,484.24202,,False,
130,1227.7984999999999,249.90699,948.127,492.028,1507.47,492.028,1507.47,7.78598,948.127,7.78598,,,,,,,,,,,484.24202,,False,
131,1191.054,279.28405,880.538,550.78,1501.57,550.78,1501.57,7.7881,880.538,7.7881,,,,,,,,,,,542.9919,,False,
132,1191.054,279.28405,880.538,550.78,1501.57,550.78,1501.57,7.7881,880.538,7.7881,,,,,,,,,,,542.9919,,False,
133,979.0894999999999,252.12191,459.579,497.884,1498.6,497.884,1498.6,6.35982,459.579,6.35982,,,,,,,,,,,491.52418,,False,
134,1222.007,252.849375,948.214,497.913,1495.8,497.913,1495.8,7.78575,948.214,7.78575,,,,,,,,,,,490.12725,,False,
135,1222.007,252.849375,948.214,497.913,1495.8,497.913,1495.8,7.78575,948.214,7.78575,,,,,,,,,,,490.12725,,False,
136,979.0405,253.53209999999999,459.501,500.729,1498.58,500.729,1498.58,6.3352,459.501,6.3352,,,,,,,,,,,494.3938,,False,
137,979.0405,253.53209999999999,459.501,500.729,1498.58,500.729,1498.58,6.3352,459.501,6.3352,,,,,,,,,,,494.3938,,False,
138,979.2265,254.279725,462.653,500.766,1495.8,500.766,1495.8,7.79345,462.653,7.79345,,,,,,,,,,,492.97255,,False,
139,977.6825,280.75798499999996,459.595,553.737,1495.77,553.737,1495.77,7.77897,459.595,7.77897,,,,,,,,,,,545.95803,,False,
140,977.6825,280.75798499999996,459.595,553.737,1495.77,553.737,1495.77,7.77897,459.595,7.77897,,,,,,,,,,,545.95803,,False,
141,976.2315,279.36253500000004,456.723,550.936,1495.74,550.936,1495.74,7.78907,456.723,7.78907,,,,,,,,,,,543.14693,,False,
142,976.2315,279.36253500000004,456.723,550.936,1495.74,550.936,1495.74,7.78907,456.723,7.78907,,,,,,,,,,,543.14693,,False,
143,1188.1309999999999,341.9235,880.512,547.977,1495.75,547.977,1495.75,135.87,880.512,135.87,,,,,,,,,,,412.10699999999997,,False,
144,1186.637,279.32329000000004,877.534,550.868,1495.74,550.868,1495.74,7.77858,877.534,7.77858,,,,,,,,,,,543.08942,,False,
145,1186.637,279.32329000000004,877.534,550.868,1495.74,550.868,1495.74,7.77858,877.534,7.77858,,,,,,,,,,,543.08942,,False,
146,970.308,278.59533000000005,444.956,550.825,1495.66,550.825,1495.66,6.36566,444.956,6.36566,,,,,,,,,,,544.45934,,False,
147,970.308,278.59533000000005,444.956,550.825,1495.66,550.825,1495.66,6.36566,444.956,6.36566,,,,,,,,,,,544.45934,,False,
148,1182.2245,344.814,868.749,553.774,1495.7,553.774,1495.7,135.854,868.749,135.854,,,,,,,,,,,417.91999999999996,,False,
149,977.618,279.375315,459.576,550.965,1495.66,550.965,1495.66,7.78563,459.576,7.78563,,,,,,,,,,,543.1793700000001,,False,
150,977.618,279.375315,459.576,550.965,1495.66,550.965,1495.66,7.78563,459.576,7.78563,,,,,,,,,,,543.1793700000001,,False,
151,977.6985,279.39623,459.677,550.996,1495.72,550.996,1495.72,7.79646,459.677,7.79646,,,,,,,,,,,543.19954,,False,
152,977.6985,279.39623,459.677,550.996,1495.72,550.996,1495.72,7.79646,459.677,7.79646,,,,,,,,,,,543.19954,,False,
153,968.842,281.55432,441.974,556.749,1495.71,556.749,1495.71,6.35964,441.974,6.35964,,,,,,,,,,,550.38936,,False,
154,968.8685,255.04772,442.077,503.731,1495.66,503.731,1495.66,6.36444,442.077,6.36444,,,,,,,,,,,497.36656,,False,
155,968.8685,255.04772,442.077,503.731,1495.66,503.731,1495.66,6.36444,442.077,6.36444,,,,,,,,,,,497.36656,,False,
156,1399.97,606.8275,1230.72,1074.86,1569.22,1074.86,1569.22,138.795,1230.72,138.795,,,,,,,,,,,936.0649999999999,,False,
157,1399.97,606.8275,1230.72,1074.86,1569.22,1074.86,1569.22,138.795,1230.72,138.795,,,,,,,,,,,936.0649999999999,,False,
158,1361.685,321.281,1230.74,503.771,1492.63,503.771,1492.63,138.791,1230.74,138.791,,,,,,,,,,,364.98,,False,
159,1360.2649999999999,321.32050000000004,1230.72,503.771,1489.81,503.771,1489.81,138.87,1230.72,138.87,,,,,,,,,,,364.901,,False,
160,1360.2649999999999,321.32050000000004,1230.72,503.771,1489.81,503.771,1489.81,138.87,1230.72,138.87,,,,,,,,,,,364.901,,False,
161,1208.724,255.80005500000001,927.668,503.812,1489.78,503.812,1489.78,7.78811,927.668,7.78811,,,,,,,,,,,496.02389,,False,
162,1208.724,255.80005500000001,927.668,503.812,1489.78,503.812,1489.78,7.78811,927.668,7.78811,,,,,,,,,,,496.02389,,False,
163,1208.6895,255.79727000000003,930.559,503.809,1486.82,503.809,1486.82,7.78554,930.559,7.78554,,,,,,,,,,,496.02346,,False,
164,962.97,255.79271500000002,439.1,503.817,1486.84,503.817,1486.84,7.76843,439.1,7.76843,,,,,,,,,,,496.04857,,False,
165,962.97,255.79271500000002,439.1,503.817,1486.84,503.817,1486.84,7.76843,439.1,7.76843,,,,,,,,,,,496.04857,,False,
166,1174.8985,346.3825,862.937,550.99,1486.86,550.99,1486.86,141.775,862.937,141.775,,,,,,,,,,,409.21500000000003,,False,
167,1174.8985,346.3825,862.937,550.99,1486.86,550.99,1486.86,141.775,862.937,141.775,,,,,,,,,,,409.21500000000003,,False,
168,1355.875,321.319,1224.9,503.785,1486.85,503.785,1486.85,138.853,1224.9,138.853,,,,,,,,,,,364.932,,False,
169,1176.355,346.3985,862.96,553.925,1489.75,553.925,1489.75,138.872,862.96,138.872,,,,,,,,,,,415.05299999999994,,False,
170,1176.355,346.3985,862.96,553.925,1489.75,553.925,1489.75,138.872,862.96,138.872,,,,,,,,,,,415.05299999999994,,False,
171,964.453,280.78483,442.066,553.801,1486.84,553.801,1486.84,7.76866,442.066,7.76866,,,,,,,,,,,546.0323400000001,,False,
172,964.453,280.78483,442.066,553.801,1486.84,553.801,1486.84,7.76866,442.066,7.76866,,,,,,,,,,,546.0323400000001,,False,
173,962.9304999999999,280.79226,438.991,553.816,1486.87,553.816,1486.87,7.76852,438.991,7.76852,,,,,,,,,,,546.0474800000001,,False,
174,962.924,280.854675,439.008,553.937,1486.84,553.937,1486.84,7.77235,439.008,7.77235,,,,,,,,,,,546.16465,,False,
175,962.924,280.854675,439.008,553.937,1486.84,553.937,1486.84,7.77235,439.008,7.77235,,,,,,,,,,,546.16465,,False,
176,961.5135,282.24526000000003,436.197,556.725,1486.83,556.725,1486.83,7.76552,436.197,7.76552,,,,,,,,,,,548.95948,,False,
177,961.5135,282.24526000000003,436.197,556.725,1486.83,556.725,1486.83,7.76552,436.197,7.76552,,,,,,,,,,,548.95948,,False,
178,960.056,255.747335,436.182,503.727,1483.93,503.727,1483.93,7.76767,436.182,7.76767,,,,,,,,,,,495.95932999999997,,False,
179,960.0074999999999,255.747565,436.155,503.73,1483.86,503.73,1483.86,7.76513,436.155,7.76513,,,,,,,,,,,495.96487,,False,
180,960.0074999999999,255.747565,436.155,503.73,1483.86,503.73,1483.86,7.76513,436.155,7.76513,,,,,,,,,,,495.96487,,False,
181,958.5985000000001,255.039885,436.217,503.729,1480.98,503.729,1480.98,6.35077,436.217,6.35077,,,,,,,,,,,497.37823,,False,
182,958.5985000000001,255.039885,436.217,503.729,1480.98,503.729,1480.98,6.35077,436.217,6.35077,,,,,,,,,,,497.37823,,False,
183,960.0435,255.03531,436.197,503.733,1483.89,503.733,1483.89,6.33762,436.197,6.33762,,,,,,,,,,,497.39538,,False,
184,961.473,255.04298999999997,436.106,503.751,1486.84,503.751,1486.84,6.33498,436.106,6.33498,,,,,,,,,,,497.41602,,False,
185,961.473,255.04298999999997,436.106,503.751,1486.84,503.751,1486.84,6.33498,436.106,6.33498,,,,,,,,,,,497.41602,,False,
186,1202.768,255.745475,924.586,503.726,1480.95,503.726,1480.95,7.76495,924.586,7.76495,,,,,,,,,,,495.96105,,False,
187,1202.768,255.745475,924.586,503.726,1480.95,503.726,1480.95,7.76495,924.586,7.76495,,,,,,,,,,,495.96105,,False,
188,961.4665,255.054995,436.113,503.763,1486.82,503.763,1486.82,6.34699,436.113,6.34699,,,,,,,,,,,497.41600999999997,,False,
189,959.9994999999999,255.07569999999998,436.149,503.799,1483.85,503.799,1483.85,6.3524,436.149,6.3524,,,,,,,,,,,497.4466,,False,
190,959.9994999999999,255.07569999999998,436.149,503.799,1483.85,503.799,1483.85,6.3524,436.149,6.3524,,,,,,,,,,,497.4466,,False,
191,1202.7925,255.774825,924.575,503.784,1481.01,503.784,1481.01,7.76565,924.575,7.76565,,,,,,,,,,,496.01835,,False,
192,1202.7925,255.774825,924.575,503.784,1481.01,503.784,1481.01,7.76565,924.575,7.76565,,,,,,,,,,,496.01835,,False,
193,1204.2685,255.78184499999998,924.667,503.799,1483.87,503.799,1483.87,7.76469,924.667,7.76469,,,,,,,,,,,496.03431,,False,
194,1202.779,255.785065,921.708,503.809,1483.85,503.809,1483.85,7.76113,921.708,7.76113,,,,,,,,,,,496.04787000000005,,False,
195,1202.779,255.785065,921.708,503.809,1483.85,503.809,1483.85,7.76113,921.708,7.76113,,,,,,,,,,,496.04787000000005,,False,
196,1205.7440000000001,255.073655,924.598,503.798,1486.89,503.798,1486.89,6.34931,924.598,6.34931,,,,,,,,,,,497.44869,,False,
